,id,country_code,lang,user,tweet_text_orginal,tweet_text_en,tweet_date,context_annotations
10,1234249601517047814,RS,sr,"Response(data=<User id=356450858 name=Александар Вучић username=avucic>, includes={}, errors=[], meta={})","Хвала @AIPAC на изузетној части да говорим на конференцији.
Поносни смо на историјско пријатељство са јеврејским народом. Ми волимо Јевреје и радићемо на даљем унапређењу наших односа. #Srbija #Izrael https://t.co/t8ZTkM3qBG",thanks on an exceptional honor to speak at the conference we are proud of the historical friendship with the jewish people we love jews and we will work on further improving our relationships #srbija #atrael,2020-03-01 22:50:10+00:00,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit - Government/Education'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042671120', 'name': 'AIPAC'}}]"
11,1240588697579520000,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","感谢中华人民共和国，我们是情比金坚的兄弟，塞尔维亚永远感谢中国人民！！🇷🇸🤲🇨🇳

Живело челично пријатељство између Србије и Кине и наших народа! @MFA_China 

https://t.co/pWByksj5ji",thanks to the people's republic of china we are brothers who are better than jin jian and serbia will always thank the chinese people intersection bleak између између пријатељство србије и и и наших наших народа народа,2020-03-19 10:39:29+00:00,[]
12,1240214798299791360,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Отворени су кол центри за пружање помоћи грађанима у условима нових, ригорознијих мера које се односе на забрану кретања за грађане старије од 65 година.

Списак градова и општина у Србији са бројевима телефона можете преузети https://t.co/6khjTS13EE",cologne centers for helping citizens are opened in conditions of new rigorous measures related to the prohibition of movement for citizens older than years list of cities and municipalities in serbia with phone numbers can be downloaded,2020-03-18 09:53:44+00:00,[]
13,1239927077526220805,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",Од јутрос је на каналу РТС 3 и платформи РТС Планета онлајн настава за ђаке основних и средњих школа. #ostanikodkuce https://t.co/hpu6QbgO8U,he has been on the rts and the rts planet platform online this morning for pupils of primary and secondary schools #otanikodkuce,2020-03-17 14:50:26+00:00,[]
14,1239905418551472128,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",Пратите упутства и будите одговорни према себи и према другима. #ostanikodkuće #budiodgovoran https://t.co/4qSCDG2weG,follow the instructions and be responsible for yourself and towards others # ostanikodkuće #budiousgen,2020-03-17 13:24:22+00:00,[]
15,1239538295278895104,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",https://t.co/TRXuavTj9j,,2020-03-16 13:05:33+00:00,[]
16,1239538292263174144,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","С обзиром на ширење вируса COVID19, усвојили смо превентивне мере за заштиту наших грађана и привреде. Молимо све грађане да се придржавају упутстава које је донела @SerbianGov ради очувања сопственог здравља и здравља својих најмилијих. https://t.co/xWhwimVqB9",given the expansion of the civid virus we have adopted preventive measures for the protection of our citizens and the economy we pray all citizens to adhere to the instructions made by to preserve its own health and health of its loved ones,2020-03-16 13:05:33+00:00,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
17,1239516716083929089,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",https://t.co/TRXuavTj9j,,2020-03-16 11:39:48+00:00,[]
18,1237355444731105280,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Посебно сам поносна на чињеницу да домаће компаније изводе радове свуда осим у Нишу и Врању, где су подизвођачи, и да је 80% материјала домаћег порекла. Подстичемо домаћу производњу и радимо даље на побољшању животног стандарда свих грађана Србије. https://t.co/QbFrJKtRXK",i am especially proud of the fact that domestic companies perform work everywhere except in nis and vranje where subcontractors are and that it is of the materials of domestic origin we encourage domestic production and work on improving the living standards of all citizens of serbia,2020-03-10 12:31:41+00:00,[]
19,1237355435067351040,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Данас смо у Београду положили камен темељац за изградњу првих 250 станова за припаднике снага безбедности. Тренутно постоји 8 отворених градилишта у Србији, а већ следеће недеље ће их бити 12. Наше хвала припадницима снага безбедности за све што чине за Србију. https://t.co/vuHegFOnHz",today in belgrade we passed the cornerstone for the construction of the first apartments for members of the security forces there are currently open construction sites in serbia and the next week will be our thanks to members of security forces for everything they do for serbia,2020-03-10 12:31:39+00:00,[]
20,1237080675490115584,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",We remain committed to fostering dialogue with our partners and the media community. https://t.co/jgvsAHSfkv,we remain committed to fostering dialogue with our partners and the media community,2020-03-09 18:19:51+00:00,[]
21,1237080655286190082,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Along with @norway_belgrade, @OSCE_Serbia and #EU @FabriziSem, we are continuing to strengthen Serbia’s media environment. Adopting the Media Strategy was the first step, but we expect further progress on new media laws. https://t.co/aU6R9FLR8j",along with and #eu we are continuing to strengthen serbia’s media environment adopting the media strategy was the first step but we expect further progress on new media laws,2020-03-09 18:19:46+00:00,[]
22,1237007732164775937,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",Остајемо посвећени јачању дијалога са свим партнерима и медијском заједницом. https://t.co/PUOhQ9p2wy,we remain committed to strengthening dialogue with all partners and the media community,2020-03-09 13:30:00+00:00,[]
23,1237007706634018821,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Заједно са партнерима @norway_belgrade , @OSCE_Serbia и #EU @FabriziSem , настављамо да унапређујемо медијско окружење у Србији. Усвајање Медијске стратегије је први корак, очекује нас и заједнички рад на новим медијским законима. https://t.co/IF4vYNAzaV",together with the partners and #eu we continue to improve the media environment in serbia the adoption of the media strategy is the first step we also expect joint work on new media laws,2020-03-09 13:29:54+00:00,[]
24,1236605402621624320,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Here’s to the women who dream big, refuse to settle, and bring courage and creativity to our world. Happy #InternationalWomensDay to all the inspiring women in Serbia and around the world #IWD2020",here’s to the women who dream big refuse to settle and bring courage and creativity to our world happy #internationalwomensday to all the inspiring women in serbia and around the world #iwd,2020-03-08 10:51:17+00:00,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}]"
25,1236605319909957633,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Честитам Међународни дан жена. Сви заједно, и жене и мушкарци, морамо да се боримо за равноправност, да стварамо једнаке шансе за све и јачамо инклузивно друштво. 
#IWD","congratulations international women's day all together both women and men we need to fight for equality to create equal chances for everyone and stronger the inclusive society 
 #iwd",2020-03-08 10:50:57+00:00,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1219939983189925889', 'name': ""International Women's Day 2020"", 'description': ""March 8 marks International Women's Day, a global day celebrating the social, economic, cultural and political achievements of women. Stay here for all of the updates and highlights.""}}]"
26,1236036794598203392,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","We are celebrating 15 years of the European Movement in Serbia at the Novi Sad Local Council. Serbia is part of Europe – not through negotiation chapters and administration, but through history, culture and tradition.  @EvropskiPokret https://t.co/O1EHuEGO2f",we are celebrating years of the european movement in serbia at the novi sad local council serbia is part of europe – not through negotiation chapters and administration but through history culture and tradition,2020-03-06 21:11:50+00:00,[]
27,1236006969510682625,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","За нас, Европа је највећи мировни пројекат. Мир, просперитет и другачија и боља будућност су најважније вредности - зато су нам значајни и ЕУ и регион. https://t.co/e4rf7whOGr",for us europe is the largest peace project peace prosperity and a different and better future are the most important values that is why we are significant and the eu and the region,2020-03-06 19:13:20+00:00,[]
28,1236006939412357122,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","На обележавању 15 година Европског покрета у Србији - локално веће Нови Сад. Србија припада Европи. Нас са Европом не спајају преговарачка поглавља и администрација, већ нас спаја историја, култура и традиција. @EvropskiPokret https://t.co/1juPcxL1mt",at marking the years of the european movement in serbia local larger novi sad serbia belongs to europe we do not connect negotiating chapters and administrations with europe but merges us history culture and tradition,2020-03-06 19:13:12+00:00,[]
29,1235946350358994944,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Захвална реформатору и бившем директору информационих технологија Владе Естоније @taavikotka на лепим речима https://t.co/Nst94lNfo8 Инспирисани Вашим достигнућима и успехом Естоније, настављамо да спроводимо дигитализацију у Србији, како бисмо олакшали свакодневни живот грађана.",grateful to the reformer and former government information technologies on nice words inspired by your achievements and successes of estonia we continue to digitize in serbia in order to facilitate the daily life of citizens,2020-03-06 15:12:27+00:00,[]
30,1235945565734744071,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",Big thank you for the kind words to the visionary @taavikotka Former Estonian Government CIO. https://t.co/Nst94lNfo8 We are inspired by your achievements and Estonia's success as we continue our progress on digitalization in Serbia to improve the everyday lives of our citizens.,big thank you for the kind words to the visionary former estonian government cio we are inspired by your achievements and estonia's success as we continue our progress on digitalization in serbia to improve the everyday lives of our citizens,2020-03-06 15:09:20+00:00,[]
31,1235884308209991681,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","By partnering with industry and civil society organizations, we can work together to improve the quality of life of all citizens. #OpenData@kancelarijaITE @UNDPSerbia @ukinserbia https://t.co/6Tam2a59I9",by partnering with industry and civil society organizations we can work together to improve the quality of life of all citizens #opendata@kancelarijaite,2020-03-06 11:05:55+00:00,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847868745150119936', 'name': 'Family & relationships', 'description': 'Hobbies and interests'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}]"
32,1235884297422286853,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Open data highlights the transparency and effectiveness of public administration, enables greater citizen participation, a more inclusive society, and better solutions to specific problems. https://t.co/6mmvrDpifh",open data highlights the transparency and effectiveness of public administration enables greater citizen participation a more inclusive society and better solutions to specific problems,2020-03-06 11:05:52+00:00,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847868745150119936', 'name': 'Family & relationships', 'description': 'Hobbies and interests'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}]"
33,1235883880760176640,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Партнерством са привредом и организацијама цивилног друштва, заједно радимо за бољи квалитет живота свих грађана.
#OpenData @kancelarijaITE @UNDPSerbia @ukinserbia https://t.co/QZx3yuNeYQ",partnership with the economy and civil society organizations together we work for the better quality of life of all citizens #pendata,2020-03-06 11:04:13+00:00,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847868745150119936', 'name': 'Family & relationships', 'description': 'Hobbies and interests'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '930484568305541120', 'name': 'Data science', 'description': 'Data Science'}}]"
34,1235883868072357889,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Отворени подаци показују колико је јавна управа транспарентна и ефикасна, омогућавају веће учешће грађана, инклузивније друштво и боља решења за конкретне проблеме. https://t.co/qDBad70gsM",open data show how transparent public administration they enable greater participation of citizens more inclusive society and better solutions for concrete problems,2020-03-06 11:04:10+00:00,[]
35,1235191676894756864,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Phase 2 kicked off in 2017 and was marked by digitization and transformation towards a knowledge based and innovative economy.
Now, our focus on Phase 3 will be on new technologies used for sustainable development, energy transformation, green economy and life sciences. https://t.co/QvlKeE6IKP",phase kicked off in and was marked by digitization and transformation towards a knowledge based and innovative economy now our focus on phase will be on new technologies used for sustainable development energy transformation green economy and life sciences,2020-03-04 13:13:39+00:00,[]
36,1235191663892537344,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Summarizing the results of our work at the closing #KBF2020 .
Phase 1 of the transformation started in 2014 with the goal of strengthening Serbia’s economic and political credibility. https://t.co/Greive8RQK",summarizing the results of our work at the closing #kbf phase of the transformation started in with the goal of strengthening serbia’s economic and political credibility,2020-03-04 13:13:36+00:00,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847511168268644352', 'name': 'Global Economy', 'description': 'Conversation about global finance and economies.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}]"
37,1235190521263513601,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Наш фокус у трећој фази ће бити на новим технологијама за одрживи развој, енергетској трансформацији, зеленој економији и life science. https://t.co/3eRRzsT6cl",our focus in the third phase will be on new technologies for sustainable development energy transformation green economy and life science,2020-03-04 13:09:03+00:00,[]
38,1234868673485078528,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",Digitalization is changing the world and I see our country as a regional leader in this area #blicpanel #KBF2020 https://t.co/6XUMICuvuq,digitalization is changing the world and i see our country as a regional leader in this area #blicpanel #kbf,2020-03-03 15:50:09+00:00,[]
39,1234868641029591043,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","At a time of turmoil in the world, Serbia is focused on its development and the creation of conditions for better lives for our citizens. Industry 4.0 is a development opportunity for small countries like Serbia. https://t.co/PKBr9LBABR",at a time of turmoil in the world serbia is focused on its development and the creation of conditions for better lives for our citizens industry is a development opportunity for small countries like serbia,2020-03-03 15:50:01+00:00,[]
40,1234817234356383744,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","У време многих превирања у свету, Србија се фокусира на свој развој и стварање услова за бољи живот наших грађана. Индустријска револуција 4.0 је развојна шанса мањих земаља. Дигитализација мења свет и нашу земљу видим као регионалног лидера у тој области #blicpanel #KBF2020 https://t.co/S9oGpxRy8U",at the time of many turmoil in the world serbia focuses on its development and creating conditions for the better life of our citizens industrial revolution is a development chance of smaller countries digitization changes the world and i see our country as a regional leader in that area #blicpanel # kbf,2020-03-03 12:25:45+00:00,[]
41,1234515220468568064,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})",We opened the restored Rama Fortress on the Danube. Along with @tika_english1 we have invested around 250 million RSD. We are committed to highlighting Serbia’s unique potential which will be successfully placed on the European and global maps of cultural and tourist destinations https://t.co/zff4qAhMFu,we opened the restored rama fortress on the danube along with we have invested around million rsd we are committed to highlighting serbia’s unique potential which will be successfully placed on the european and global maps of cultural and tourist destinations,2020-03-02 16:25:39+00:00,[]
42,1234508641283268609,RS,sr,"Response(data=<User id=3036495555 name=Aна Брнабић username=SerbianPM>, includes={}, errors=[], meta={})","Данас смо отворили рестаурирану Рамску тврђаву на Дунаву у шта смо, заједно са @tika_english1 , уложили око 250 милиона динара. Истичемо јединствене потенцијале Србије, којима ћемо се успешно репозиционирати на европској и светској мапи културних и туристичких дестинација. https://t.co/aq5IxFq27z",today we opened the restored rama fortress on the danube which together with invested around million dinars we emphasize the unique potential of serbia which we will successfully reposition on the european and the world map of cultural and tourist destinations,2020-03-02 15:59:30+00:00,[]
43,1240699431281774592,RS,sr,"Response(data=<User id=205153283 name=Dragan Djilas username=DraganDjilas>, includes={}, errors=[], meta={})",Kaze čovek da je zabranom izlaska penzionera u ova dva dana spaseno na desetine hiljada života. Koliko smo onda života mogli da spasemo da nije bilo njihove zajebancije 26. februara i danima posle?,he says the man that the ban on the exit of retirees in these two days was saved for tens of thousands of lives then how many are we able to save that there were no of their jokes on february th and days after,2020-03-19 17:59:30+00:00,[]
44,1240646409872965633,RS,sr,"Response(data=<User id=205153283 name=Dragan Djilas username=DraganDjilas>, includes={}, errors=[], meta={})","Još jedna velika zahvalnost svim ljudima koji rade svoj posao u ovim vremenima i koji će ga raditi i dalje. 
Bez vas naš život ne bi bio moguć. 

Link ka prelistavanju:
https://t.co/vdIUoqQxxj https://t.co/i9N7kALj4z",another great gratitude to all people who do their jobs in these times and who will continue to work without you our life would not be possible link to the flipping,2020-03-19 14:28:48+00:00,[]
45,1240398541081763846,RS,sr,"Response(data=<User id=205153283 name=Dragan Djilas username=DraganDjilas>, includes={}, errors=[], meta={})","Pre korona virusa Srbiju je napao virus ludila, besramnosti, gaženja i uništavanja ljudskih života zarad koristi velikog gospodara. U vreme korone taj virus je dostigao svoj vrhunac. 

https://t.co/PjYixfhNZH",before the corona virus serbia attacked the virus of madness shamelessness trampling and destruction of human lives for the sake of great master at the time of the corona that virus reached his climax,2020-03-18 22:03:52+00:00,[]
